BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
B000575,HON. ROY BLUNT,2009,2009Q4,PERSONNEL BENEFITS,14.66,0
B000575,HON. ROY BLUNT,2009,2009Q3,PERSONNEL BENEFITS,14.66,0
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,PERSONNEL COMPENSATION,901055.32,258774.42
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,PERSONNEL COMPENSATION,642280.9,229126.08
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",76803.48,17372.83
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,OTHER SERVICES,69042.93,12401
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",59430.65,25644.28
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,OTHER SERVICES,56641.93,20682.6
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,TRAVEL,44411.54,16661.23
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,SUPPLIES AND MATERIALS,42096.4,20354.37
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,TRAVEL,27750.31,5593.53
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,SUPPLIES AND MATERIALS,21742.03,7013.8
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,FRANKED MAIL,5089.86,473.31
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,FRANKED MAIL,4616.55,1733.1
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,EQUIPMENT,4454,1299
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,EQUIPMENT,3155,1023
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,PRINTING AND REPRODUCTION,3119.34,390.37
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,PRINTING AND REPRODUCTION,2728.97,1692.64
H000636,HON. RUBEN HINOJOSA,2009,2009Q4,PERSONNEL BENEFITS,837.84,0
H000636,HON. RUBEN HINOJOSA,2009,2009Q3,PERSONNEL BENEFITS,837.84,0
H001032,HON. RUSH D. HOLT,2009,2009Q4,PERSONNEL COMPENSATION,901114.33,247977.78
H001032,HON. RUSH D. HOLT,2009,2009Q3,PERSONNEL COMPENSATION,653136.55,229814.19
H001032,HON. RUSH D. HOLT,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",100400.36,20557.01
H001032,HON. RUSH D. HOLT,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",79843.35,33014.93
H001032,HON. RUSH D. HOLT,2009,2009Q4,OTHER SERVICES,75043.23,17195.5
H001032,HON. RUSH D. HOLT,2009,2009Q3,OTHER SERVICES,57847.73,21233.55
H001032,HON. RUSH D. HOLT,2009,2009Q4,SUPPLIES AND MATERIALS,44069.11,14494.27
H001032,HON. RUSH D. HOLT,2009,2009Q4,PRINTING AND REPRODUCTION,40129.76,10182.71
H001032,HON. RUSH D. HOLT,2009,2009Q4,TRAVEL,34212.69,12411.12
H001032,HON. RUSH D. HOLT,2009,2009Q3,PRINTING AND REPRODUCTION,29947.05,27931.99
H001032,HON. RUSH D. HOLT,2009,2009Q3,SUPPLIES AND MATERIALS,29574.84,14115.59
H001032,HON. RUSH D. HOLT,2009,2009Q4,FRANKED MAIL,26035.12,3273.16
H001032,HON. RUSH D. HOLT,2009,2009Q3,FRANKED MAIL,22761.96,15889.05
H001032,HON. RUSH D. HOLT,2009,2009Q3,TRAVEL,21801.57,9037.68
H001032,HON. RUSH D. HOLT,2009,2009Q4,EQUIPMENT,5965.11,3281.85
H001032,HON. RUSH D. HOLT,2009,2009Q3,EQUIPMENT,2683.26,894.42
H001032,HON. RUSH D. HOLT,2009,2009Q4,PERSONNEL BENEFITS,2497.51,0
H001032,HON. RUSH D. HOLT,2009,2009Q3,PERSONNEL BENEFITS,2497.51,0
C001060,HON. RUSS CARNAHAN,2009,2009Q4,PERSONNEL COMPENSATION,963282.61,288902.23
C001060,HON. RUSS CARNAHAN,2009,2009Q3,PERSONNEL COMPENSATION,674380.38,221948.34
C001060,HON. RUSS CARNAHAN,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",146431.64,33313.8
C001060,HON. RUSS CARNAHAN,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",113117.84,44580.53
C001060,HON. RUSS CARNAHAN,2009,2009Q4,OTHER SERVICES,64062.71,14917.28
C001060,HON. RUSS CARNAHAN,2009,2009Q4,TRAVEL,61185.01,15392.84
C001060,HON. RUSS CARNAHAN,2009,2009Q3,OTHER SERVICES,49145.43,18323.12
C001060,HON. RUSS CARNAHAN,2009,2009Q3,TRAVEL,45792.17,9359.48
C001060,HON. RUSS CARNAHAN,2009,2009Q4,SUPPLIES AND MATERIALS,41606.28,27425.21
C001060,HON. RUSS CARNAHAN,2009,2009Q4,PRINTING AND REPRODUCTION,40925.33,9606.65
C001060,HON. RUSS CARNAHAN,2009,2009Q3,PRINTING AND REPRODUCTION,31318.68,24339.57
C001060,HON. RUSS CARNAHAN,2009,2009Q4,FRANKED MAIL,24319.4,3386.27
C001060,HON. RUSS CARNAHAN,2009,2009Q3,FRANKED MAIL,20933.13,16984.56
C001060,HON. RUSS CARNAHAN,2009,2009Q3,SUPPLIES AND MATERIALS,14181.07,4783.76
C001060,HON. RUSS CARNAHAN,2009,2009Q4,EQUIPMENT,5199,540
C001060,HON. RUSS CARNAHAN,2009,2009Q3,EQUIPMENT,4659,540
C001060,HON. RUSS CARNAHAN,2009,2009Q4,PERSONNEL BENEFITS,2318.46,0
C001060,HON. RUSS CARNAHAN,2009,2009Q3,PERSONNEL BENEFITS,2318.46,0
F000030,HON. SAM FARR,2009,2009Q4,PERSONNEL COMPENSATION,1090757.97,339619.98
F000030,HON. SAM FARR,2009,2009Q3,PERSONNEL COMPENSATION,751137.99,253998.42
F000030,HON. SAM FARR,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",107099.37,36943.1
F000030,HON. SAM FARR,2009,2009Q4,TRAVEL,74876.03,12870.11
F000030,HON. SAM FARR,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",70156.27,30924.45
F000030,HON. SAM FARR,2009,2009Q3,TRAVEL,62005.92,24551.17
F000030,HON. SAM FARR,2009,2009Q4,OTHER SERVICES,49052,12503
F000030,HON. SAM FARR,2009,2009Q3,OTHER SERVICES,36549,12870
F000030,HON. SAM FARR,2009,2009Q4,SUPPLIES AND MATERIALS,26493.47,3510.64
F000030,HON. SAM FARR,2009,2009Q3,SUPPLIES AND MATERIALS,22982.83,8238.57
F000030,HON. SAM FARR,2009,2009Q4,PRINTING AND REPRODUCTION,8346.6,816.46
F000030,HON. SAM FARR,2009,2009Q3,PRINTING AND REPRODUCTION,7530.14,1416.52
F000030,HON. SAM FARR,2009,2009Q4,EQUIPMENT,7300.09,2306.39
F000030,HON. SAM FARR,2009,2009Q4,FRANKED MAIL,6840.73,2509.94
F000030,HON. SAM FARR,2009,2009Q3,EQUIPMENT,4993.7,2235.03
F000030,HON. SAM FARR,2009,2009Q3,FRANKED MAIL,4330.79,1856.97
F000030,HON. SAM FARR,2009,2009Q4,PERSONNEL BENEFITS,2482.23,0
F000030,HON. SAM FARR,2009,2009Q3,PERSONNEL BENEFITS,2482.23,0
G000546,HON. SAM GRAVES,2009,2009Q4,PERSONNEL COMPENSATION,902249.15,227977.2
G000546,HON. SAM GRAVES,2009,2009Q3,PERSONNEL COMPENSATION,674271.95,236290.79
G000546,HON. SAM GRAVES,2009,2009Q4,TRAVEL,106295.76,27830.61
G000546,HON. SAM GRAVES,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",80219.57,21040.64
G000546,HON. SAM GRAVES,2009,2009Q3,TRAVEL,78465.15,35829.92
G000546,HON. SAM GRAVES,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",59178.93,21484.94
G000546,HON. SAM GRAVES,2009,2009Q4,FRANKED MAIL,52214.7,40176.53
G000546,HON. SAM GRAVES,2009,2009Q4,OTHER SERVICES,44024.23,10833.79
G000546,HON. SAM GRAVES,2009,2009Q4,SUPPLIES AND MATERIALS,43413.5,18190.06
G000546,HON. SAM GRAVES,2009,2009Q4,PRINTING AND REPRODUCTION,43298.3,36982.4
G000546,HON. SAM GRAVES,2009,2009Q3,OTHER SERVICES,33190.44,10527.72
G000546,HON. SAM GRAVES,2009,2009Q3,SUPPLIES AND MATERIALS,25223.44,7166.14
G000546,HON. SAM GRAVES,2009,2009Q3,FRANKED MAIL,12038.17,6484.53
G000546,HON. SAM GRAVES,2009,2009Q3,PRINTING AND REPRODUCTION,6315.9,254.2
G000546,HON. SAM GRAVES,2009,2009Q4,EQUIPMENT,4938.19,1900.06
G000546,HON. SAM GRAVES,2009,2009Q3,EQUIPMENT,3038.13,1059.27
G000546,HON. SAM GRAVES,2009,2009Q4,PERSONNEL BENEFITS,298.19,0
G000546,HON. SAM GRAVES,2009,2009Q3,PERSONNEL BENEFITS,298.19,0
J000174,HON. SAM JOHNSON,2009,2009Q4,PERSONNEL COMPENSATION,1045267.46,317068.49
J000174,HON. SAM JOHNSON,2009,2009Q3,PERSONNEL COMPENSATION,728198.97,257055.55
J000174,HON. SAM JOHNSON,2009,2009Q4,TRAVEL,76979.1,17716.32
J000174,HON. SAM JOHNSON,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",75200.05,21624.16
J000174,HON. SAM JOHNSON,2009,2009Q3,TRAVEL,59262.78,15417.15
J000174,HON. SAM JOHNSON,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",53575.89,19218.21
J000174,HON. SAM JOHNSON,2009,2009Q4,PRINTING AND REPRODUCTION,53376.35,16239.85
J000174,HON. SAM JOHNSON,2009,2009Q4,OTHER SERVICES,52876.93,15969.72
J000174,HON. SAM JOHNSON,2009,2009Q4,FRANKED MAIL,47812.06,18883.43
J000174,HON. SAM JOHNSON,2009,2009Q4,SUPPLIES AND MATERIALS,40674.55,15968.59
J000174,HON. SAM JOHNSON,2009,2009Q3,PRINTING AND REPRODUCTION,37136.5,8157.33
J000174,HON. SAM JOHNSON,2009,2009Q3,OTHER SERVICES,36907.21,12350.68
J000174,HON. SAM JOHNSON,2009,2009Q3,FRANKED MAIL,28928.63,6566.67
J000174,HON. SAM JOHNSON,2009,2009Q3,SUPPLIES AND MATERIALS,24705.96,11214.22
J000174,HON. SAM JOHNSON,2009,2009Q4,EQUIPMENT,3396.26,481.5
J000174,HON. SAM JOHNSON,2009,2009Q3,EQUIPMENT,2914.76,669.5
J000174,HON. SAM JOHNSON,2009,2009Q4,PERSONNEL BENEFITS,1231.81,0
J000174,HON. SAM JOHNSON,2009,2009Q3,PERSONNEL BENEFITS,1231.81,0
L000263,HON. SANDER M LEVIN,2009,2009Q4,PERSONNEL COMPENSATION,1094174.76,302240.55
L000263,HON. SANDER M LEVIN,2009,2009Q3,PERSONNEL COMPENSATION,791934.21,284847.5
L000263,HON. SANDER M LEVIN,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",104094.4,23126.27
L000263,HON. SANDER M LEVIN,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",80968.13,36289.07
L000263,HON. SANDER M LEVIN,2009,2009Q4,FRANKED MAIL,49518.34,1078.59
L000263,HON. SANDER M LEVIN,2009,2009Q3,FRANKED MAIL,48439.75,13433.12
L000263,HON. SANDER M LEVIN,2009,2009Q4,TRAVEL,38909.3,9589.03
L000263,HON. SANDER M LEVIN,2009,2009Q4,OTHER SERVICES,35921.16,14223.48
L000263,HON. SANDER M LEVIN,2009,2009Q3,TRAVEL,29320.27,13926.44
L000263,HON. SANDER M LEVIN,2009,2009Q4,SUPPLIES AND MATERIALS,24727.75,6076.46
L000263,HON. SANDER M LEVIN,2009,2009Q4,PRINTING AND REPRODUCTION,22201.75,10952.24
L000263,HON. SANDER M LEVIN,2009,2009Q3,OTHER SERVICES,21697.68,6715
L000263,HON. SANDER M LEVIN,2009,2009Q3,SUPPLIES AND MATERIALS,18651.29,4381.25
L000263,HON. SANDER M LEVIN,2009,2009Q3,PRINTING AND REPRODUCTION,11249.51,3209.13
L000263,HON. SANDER M LEVIN,2009,2009Q4,EQUIPMENT,2841.13,637.26
L000263,HON. SANDER M LEVIN,2009,2009Q3,EQUIPMENT,2203.87,862.69
L000263,HON. SANDER M LEVIN,2009,2009Q4,PERSONNEL BENEFITS,1855.72,0
L000263,HON. SANDER M LEVIN,2009,2009Q3,PERSONNEL BENEFITS,1855.72,0
B000490,HON. SANFORD D BISHOP JR,2009,2009Q4,PERSONNEL COMPENSATION,987933.15,269227.72
B000490,HON. SANFORD D BISHOP JR,2009,2009Q3,PERSONNEL COMPENSATION,718705.43,247722.72
B000490,HON. SANFORD D BISHOP JR,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",116921.59,24174.42
B000490,HON. SANFORD D BISHOP JR,2009,2009Q4,TRAVEL,102216.45,21939.37
B000490,HON. SANFORD D BISHOP JR,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",92747.17,40201.18
B000490,HON. SANFORD D BISHOP JR,2009,2009Q3,TRAVEL,80277.08,34699.06
B000490,HON. SANFORD D BISHOP JR,2009,2009Q4,FRANKED MAIL,53636.65,1512.18
B000490,HON. SANFORD D BISHOP JR,2009,2009Q3,FRANKED MAIL,52124.47,48451.44
B000490,HON. SANFORD D BISHOP JR,2009,2009Q4,PRINTING AND REPRODUCTION,38767.82,1184.61
B000490,HON. SANFORD D BISHOP JR,2009,2009Q3,PRINTING AND REPRODUCTION,37583.21,35357.1
B000490,HON. SANFORD D BISHOP JR,2009,2009Q4,OTHER SERVICES,32199.86,7325
B000490,HON. SANFORD D BISHOP JR,2009,2009Q4,SUPPLIES AND MATERIALS,28823.49,10880.29
B000490,HON. SANFORD D BISHOP JR,2009,2009Q3,OTHER SERVICES,24874.86,5925
B000490,HON. SANFORD D BISHOP JR,2009,2009Q3,SUPPLIES AND MATERIALS,17943.2,8459.11
B000490,HON. SANFORD D BISHOP JR,2009,2009Q4,EQUIPMENT,15060.34,11168.11
B000490,HON. SANFORD D BISHOP JR,2009,2009Q3,EQUIPMENT,3892.23,3041.91
B000490,HON. SANFORD D BISHOP JR,2009,2009Q4,PERSONNEL BENEFITS,582.38,0
B000490,HON. SANFORD D BISHOP JR,2009,2009Q3,PERSONNEL BENEFITS,582.38,0
G000548,HON. SCOTT GARRETT,2009,2009Q4,PERSONNEL COMPENSATION,858450.51,254489.72
G000548,HON. SCOTT GARRETT,2009,2009Q3,PERSONNEL COMPENSATION,603960.79,225359.42
G000548,HON. SCOTT GARRETT,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",100198.54,22609.85
G000548,HON. SCOTT GARRETT,2009,2009Q4,FRANKED MAIL,99457.88,66408.03
G000548,HON. SCOTT GARRETT,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",77588.69,30971.69
G000548,HON. SCOTT GARRETT,2009,2009Q4,PRINTING AND REPRODUCTION,50882.83,2183.73
G000548,HON. SCOTT GARRETT,2009,2009Q3,PRINTING AND REPRODUCTION,48699.1,16146.39
G000548,HON. SCOTT GARRETT,2009,2009Q4,OTHER SERVICES,46351.06,13790.31
G000548,HON. SCOTT GARRETT,2009,2009Q4,TRAVEL,44128.22,9500.12
G000548,HON. SCOTT GARRETT,2009,2009Q3,TRAVEL,34628.1,14286.36
G000548,HON. SCOTT GARRETT,2009,2009Q3,FRANKED MAIL,33049.85,18412.93
G000548,HON. SCOTT GARRETT,2009,2009Q3,OTHER SERVICES,32560.75,12122.75
G000548,HON. SCOTT GARRETT,2009,2009Q4,SUPPLIES AND MATERIALS,26938.91,13673.76
G000548,HON. SCOTT GARRETT,2009,2009Q3,SUPPLIES AND MATERIALS,13265.15,4290.65
G000548,HON. SCOTT GARRETT,2009,2009Q4,EQUIPMENT,4349.04,2286.51
G000548,HON. SCOTT GARRETT,2009,2009Q3,EQUIPMENT,2062.53,687.51
G000548,HON. SCOTT GARRETT,2009,2009Q4,PERSONNEL BENEFITS,1239.12,0
G000548,HON. SCOTT GARRETT,2009,2009Q3,PERSONNEL BENEFITS,1239.12,0
M001178,HON. SCOTT MURPHY,2009,2009Q4,PERSONNEL COMPENSATION,487026.68,210352.79
M001178,HON. SCOTT MURPHY,2009,2009Q3,PERSONNEL COMPENSATION,276673.89,190052.79
M001178,HON. SCOTT MURPHY,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",80556.34,32784.02
M001178,HON. SCOTT MURPHY,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",47772.32,41817.51
M001178,HON. SCOTT MURPHY,2009,2009Q4,TRAVEL,44661.03,21552.95
M001178,HON. SCOTT MURPHY,2009,2009Q4,FRANKED MAIL,40183.31,21065.04
M001178,HON. SCOTT MURPHY,2009,2009Q4,SUPPLIES AND MATERIALS,28006.37,11684.59
M001178,HON. SCOTT MURPHY,2009,2009Q4,PRINTING AND REPRODUCTION,25946.65,662.05
M001178,HON. SCOTT MURPHY,2009,2009Q3,PRINTING AND REPRODUCTION,25284.6,24963.3
M001178,HON. SCOTT MURPHY,2009,2009Q3,TRAVEL,23108.08,20397.4
M001178,HON. SCOTT MURPHY,2009,2009Q4,OTHER SERVICES,21163.83,6370
M001178,HON. SCOTT MURPHY,2009,2009Q3,FRANKED MAIL,19118.27,19117.85
M001178,HON. SCOTT MURPHY,2009,2009Q3,SUPPLIES AND MATERIALS,16321.78,12749.32
M001178,HON. SCOTT MURPHY,2009,2009Q3,OTHER SERVICES,14793.83,9943.83
M001178,HON. SCOTT MURPHY,2009,2009Q4,EQUIPMENT,1946.64,729.99
M001178,HON. SCOTT MURPHY,2009,2009Q3,EQUIPMENT,1216.65,729.99
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q4,PERSONNEL COMPENSATION,883417.43,232122.27
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q3,PERSONNEL COMPENSATION,651295.16,223284.74
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",194496.75,62896.99
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",131599.76,50624.56
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q4,TRAVEL,104074.47,35475.08
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q4,SUPPLIES AND MATERIALS,76051.74,24782.91
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q3,TRAVEL,68599.39,22664.9
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q3,SUPPLIES AND MATERIALS,51268.83,20200.25
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q4,OTHER SERVICES,38809.31,9655.71
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q4,PRINTING AND REPRODUCTION,36390.31,11073.74
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q3,OTHER SERVICES,29153.6,10532.8
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q3,PRINTING AND REPRODUCTION,25316.57,14442.83
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q4,EQUIPMENT,19988.15,2470.59
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q3,EQUIPMENT,17517.56,10131.94
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q4,FRANKED MAIL,2268.16,1283.74
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q4,PERSONNEL BENEFITS,1328.32,0
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q3,PERSONNEL BENEFITS,1328.32,0
J000032,HON. SHEILA JACKSON-LEE,2009,2009Q3,FRANKED MAIL,984.42,367.82
B001231,HON. SHELLEY BERKLEY,2009,2009Q4,PERSONNEL COMPENSATION,1176662.26,343917.98
B001231,HON. SHELLEY BERKLEY,2009,2009Q3,PERSONNEL COMPENSATION,832744.28,285280.86
B001231,HON. SHELLEY BERKLEY,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",92670.36,28819.56
B001231,HON. SHELLEY BERKLEY,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",63850.8,22986.71
B001231,HON. SHELLEY BERKLEY,2009,2009Q4,TRAVEL,51038.32,20432.67
B001231,HON. SHELLEY BERKLEY,2009,2009Q3,TRAVEL,30605.65,18903.23
B001231,HON. SHELLEY BERKLEY,2009,2009Q4,OTHER SERVICES,29906.64,7312.4
B001231,HON. SHELLEY BERKLEY,2009,2009Q4,SUPPLIES AND MATERIALS,25330.19,13234.67
B001231,HON. SHELLEY BERKLEY,2009,2009Q3,OTHER SERVICES,22594.24,7433.7
B001231,HON. SHELLEY BERKLEY,2009,2009Q3,SUPPLIES AND MATERIALS,12095.52,3637.39
B001231,HON. SHELLEY BERKLEY,2009,2009Q4,EQUIPMENT,11732.09,2982.18
B001231,HON. SHELLEY BERKLEY,2009,2009Q3,EQUIPMENT,8749.91,7088.63
B001231,HON. SHELLEY BERKLEY,2009,2009Q4,PRINTING AND REPRODUCTION,7103.56,47.9
B001231,HON. SHELLEY BERKLEY,2009,2009Q3,PRINTING AND REPRODUCTION,7055.66,1741.35
B001231,HON. SHELLEY BERKLEY,2009,2009Q4,PERSONNEL BENEFITS,1971.13,0
B001231,HON. SHELLEY BERKLEY,2009,2009Q3,PERSONNEL BENEFITS,1971.13,0
B001231,HON. SHELLEY BERKLEY,2009,2009Q4,FRANKED MAIL,1240.54,585.83
B001231,HON. SHELLEY BERKLEY,2009,2009Q3,FRANKED MAIL,654.71,228.7
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q4,PERSONNEL COMPENSATION,1016007.73,300717.83
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q3,PERSONNEL COMPENSATION,715289.9,241653.54
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",113589.4,32536.97
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",81052.43,27338.33
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q4,FRANKED MAIL,69538.88,32021.44
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q4,OTHER SERVICES,65381.83,14622
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q4,TRAVEL,60761.03,15232.02
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q4,PRINTING AND REPRODUCTION,57292.94,23873
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q3,OTHER SERVICES,50759.83,15292.55
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q3,TRAVEL,45529.01,19020.81
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q3,FRANKED MAIL,37517.44,13150.26
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q3,PRINTING AND REPRODUCTION,33419.94,9424.85
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q4,SUPPLIES AND MATERIALS,25632.25,6681.89
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q3,SUPPLIES AND MATERIALS,18950.36,6260.11
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q4,EQUIPMENT,6907.63,3620.83
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q3,EQUIPMENT,3286.8,1095.6
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q4,PERSONNEL BENEFITS,2224.73,0
C001047,HON. SHELLEY MOORE CAPITO,2009,2009Q3,PERSONNEL BENEFITS,2224.73,0
R000170,HON. SILVESTRE REYES,2009,2009Q4,PERSONNEL COMPENSATION,1015288.95,286975.02
R000170,HON. SILVESTRE REYES,2009,2009Q3,PERSONNEL COMPENSATION,728313.93,248038.36
R000170,HON. SILVESTRE REYES,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",126736.82,38241.34
R000170,HON. SILVESTRE REYES,2009,2009Q4,TRAVEL,99878.48,26243.13
R000170,HON. SILVESTRE REYES,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",88495.48,35959.28
R000170,HON. SILVESTRE REYES,2009,2009Q3,TRAVEL,73635.35,28640.53
R000170,HON. SILVESTRE REYES,2009,2009Q4,OTHER SERVICES,48944.55,12257.02
R000170,HON. SILVESTRE REYES,2009,2009Q4,SUPPLIES AND MATERIALS,39583.74,8420.11
R000170,HON. SILVESTRE REYES,2009,2009Q3,OTHER SERVICES,36687.53,12659.14
R000170,HON. SILVESTRE REYES,2009,2009Q4,FRANKED MAIL,35154.78,31790.33
R000170,HON. SILVESTRE REYES,2009,2009Q3,SUPPLIES AND MATERIALS,31163.63,13583.22
R000170,HON. SILVESTRE REYES,2009,2009Q4,PRINTING AND REPRODUCTION,13020.17,11117.88
R000170,HON. SILVESTRE REYES,2009,2009Q4,EQUIPMENT,4219.04,1008.69
R000170,HON. SILVESTRE REYES,2009,2009Q3,FRANKED MAIL,3364.45,1947.2
R000170,HON. SILVESTRE REYES,2009,2009Q3,EQUIPMENT,3210.35,1322.77
R000170,HON. SILVESTRE REYES,2009,2009Q3,PRINTING AND REPRODUCTION,1902.29,288.4
R000170,HON. SILVESTRE REYES,2009,2009Q4,PERSONNEL BENEFITS,897.89,0
R000170,HON. SILVESTRE REYES,2009,2009Q3,PERSONNEL BENEFITS,897.89,0
O000107,HON. SOLOMON P ORTIZ,2009,2009Q4,PERSONNEL COMPENSATION,882753.97,240162.47
O000107,HON. SOLOMON P ORTIZ,2009,2009Q3,PERSONNEL COMPENSATION,642591.5,219823.9
O000107,HON. SOLOMON P ORTIZ,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",109659.64,25688.69
O000107,HON. SOLOMON P ORTIZ,2009,2009Q4,TRAVEL,100213.51,32815.5
O000107,HON. SOLOMON P ORTIZ,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",83970.95,31560.15
O000107,HON. SOLOMON P ORTIZ,2009,2009Q3,TRAVEL,67398.01,24924.18
O000107,HON. SOLOMON P ORTIZ,2009,2009Q4,SUPPLIES AND MATERIALS,59339,26664.06
O000107,HON. SOLOMON P ORTIZ,2009,2009Q4,OTHER SERVICES,36823.21,11203.64
O000107,HON. SOLOMON P ORTIZ,2009,2009Q3,SUPPLIES AND MATERIALS,32674.94,15355.47
O000107,HON. SOLOMON P ORTIZ,2009,2009Q3,OTHER SERVICES,25619.57,8843.53
O000107,HON. SOLOMON P ORTIZ,2009,2009Q4,FRANKED MAIL,7930.18,2072.08
O000107,HON. SOLOMON P ORTIZ,2009,2009Q4,EQUIPMENT,5980.78,3419.87
O000107,HON. SOLOMON P ORTIZ,2009,2009Q3,FRANKED MAIL,5858.1,2079.8
O000107,HON. SOLOMON P ORTIZ,2009,2009Q4,PRINTING AND REPRODUCTION,5142.47,258.62
O000107,HON. SOLOMON P ORTIZ,2009,2009Q3,PRINTING AND REPRODUCTION,4883.85,890.71
O000107,HON. SOLOMON P ORTIZ,2009,2009Q3,EQUIPMENT,2560.91,815.5
O000107,HON. SOLOMON P ORTIZ,2009,2009Q4,PERSONNEL BENEFITS,1698.28,0
O000107,HON. SOLOMON P ORTIZ,2009,2009Q3,PERSONNEL BENEFITS,1698.28,0
B000013,HON. SPENCER BACHUS,2009,2009Q4,PERSONNEL COMPENSATION,990382.59,278192.78
B000013,HON. SPENCER BACHUS,2009,2009Q3,PERSONNEL COMPENSATION,712189.81,271382.3
B000013,HON. SPENCER BACHUS,2009,2009Q4,TRAVEL,77742.82,13965.6
B000013,HON. SPENCER BACHUS,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",70258.96,16731.85
B000013,HON. SPENCER BACHUS,2009,2009Q3,TRAVEL,63777.22,23178.05
B000013,HON. SPENCER BACHUS,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",53527.11,19875.02
B000013,HON. SPENCER BACHUS,2009,2009Q4,OTHER SERVICES,37540,9075
