"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. MARK H. SCHAUER","2010","2011Q1","OTHER SERVICES","8,988.50","8,988.50"
"HON. MARK H. SCHAUER","2010","2011Q1","SUPPLIES AND MATERIALS","3,719.75","3,719.75"
"HON. MARK H. SCHAUER","2010","2011Q1","EQUIPMENT","1,050.00","1,050.00"
"HON. ADAM B. SCHIFF","2009","2011Q1","FRANKED MAIL","284.12","284.12"
"HON. ADAM B. SCHIFF","2009","2011Q1","PERSONNEL COMPENSATION","148,588.88","148,588.88"
"HON. ADAM B. SCHIFF","2009","2011Q1","TRAVEL","4,188.21","4,188.21"
"HON. ADAM B. SCHIFF","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","6,763.60","6,763.60"
"HON. ADAM B. SCHIFF","2009","2011Q1","PRINTING AND REPRODUCTION","1,501.50","1,501.50"
"HON. ADAM B. SCHIFF","2009","2011Q1","OTHER SERVICES","9,393.50","9,393.50"
"HON. ADAM B. SCHIFF","2009","2011Q1","SUPPLIES AND MATERIALS","17,586.17","17,586.17"
"HON. ADAM B. SCHIFF","2009","2011Q1","EQUIPMENT","13,912.76","13,912.76"
"HON. ADAM B. SCHIFF","2009","2011Q1","FRANKED MAIL","370.53","370.53"
"HON. ADAM B. SCHIFF","2009","2011Q1","PERSONNEL COMPENSATION","239,975.13","239,975.13"
"HON. ADAM B. SCHIFF","2009","2011Q1","TRAVEL","8,218.35","8,218.35"
"HON. ADAM B. SCHIFF","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","29,939.87","29,939.87"
"HON. ADAM B. SCHIFF","2009","2011Q1","PRINTING AND REPRODUCTION","56.70","56.70"
"HON. ADAM B. SCHIFF","2009","2011Q1","OTHER SERVICES","11,985.00","11,985.00"
"HON. ADAM B. SCHIFF","2009","2011Q1","SUPPLIES AND MATERIALS","2,967.57","2,967.57"
"HON. ADAM B. SCHIFF","2009","2011Q1","EQUIPMENT","742.77","742.77"
"HON. JEAN SCHMIDT","2009","2011Q1","FRANKED MAIL","1,491.71","1,491.71"
"HON. JEAN SCHMIDT","2009","2011Q1","PERSONNEL COMPENSATION","230,069.21","230,069.21"
"HON. JEAN SCHMIDT","2009","2011Q1","TRAVEL","9,112.89","9,112.89"
"HON. JEAN SCHMIDT","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","17,571.61","17,571.61"
"HON. JEAN SCHMIDT","2009","2011Q1","PRINTING AND REPRODUCTION","307.93","307.93"
"HON. JEAN SCHMIDT","2009","2011Q1","OTHER SERVICES","2,553.17","2,553.17"
"HON. JEAN SCHMIDT","2009","2011Q1","SUPPLIES AND MATERIALS","865.03","865.03"
"HON. JEAN SCHMIDT","2009","2011Q1","EQUIPMENT","758.60","758.60"
"HON. AARON SCHOCK","2010","2011Q1","FRANKED MAIL","10,267.91","10,267.91"
"HON. AARON SCHOCK","2010","2011Q1","PERSONNEL COMPENSATION","236,040.12","236,040.12"
"HON. AARON SCHOCK","2010","2011Q1","TRAVEL","9,541.11","9,541.11"
"HON. AARON SCHOCK","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","22,273.22","22,273.22"
"HON. AARON SCHOCK","2010","2011Q1","PRINTING AND REPRODUCTION","17,659.87","17,659.87"
"HON. AARON SCHOCK","2010","2011Q1","OTHER SERVICES","14,366.48","14,366.48"
"HON. AARON SCHOCK","2010","2011Q1","SUPPLIES AND MATERIALS","5,469.24","5,469.24"
"HON. AARON SCHOCK","2010","2011Q1","EQUIPMENT","766.50","766.50"
"HON. KURT SCHRADER","2010","2011Q1","FRANKED MAIL","576.58","576.58"
"HON. KURT SCHRADER","2010","2011Q1","PERSONNEL COMPENSATION","202,828.99","202,828.99"
"HON. KURT SCHRADER","2010","2011Q1","TRAVEL","5,972.40","5,972.40"
"HON. KURT SCHRADER","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","19,342.63","19,342.63"
"HON. KURT SCHRADER","2010","2011Q1","PRINTING AND REPRODUCTION","696.47","696.47"
"HON. KURT SCHRADER","2010","2011Q1","OTHER SERVICES","15,187.86","15,187.86"
"HON. KURT SCHRADER","2010","2011Q1","SUPPLIES AND MATERIALS","4,159.70","4,159.70"
"HON. KURT SCHRADER","2010","2011Q1","EQUIPMENT","715.93","715.93"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","FRANKED MAIL","1,860.84","1,860.84"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","PERSONNEL COMPENSATION","160,738.88","160,738.88"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","TRAVEL","13,029.79","13,029.79"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","21,752.19","21,752.19"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","PRINTING AND REPRODUCTION","6,633.15","6,633.15"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","OTHER SERVICES","19,159.78","19,159.78"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","SUPPLIES AND MATERIALS","30,656.35","30,656.35"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","EQUIPMENT","1,478.86","1,478.86"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","FRANKED MAIL","65.46","65.46"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","PERSONNEL COMPENSATION","177,904.39","177,904.39"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","TRAVEL","12,934.37","12,934.37"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","22,434.51","22,434.51"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","PRINTING AND REPRODUCTION","1,112.63","1,112.63"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","OTHER SERVICES","11,441.60","11,441.60"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","SUPPLIES AND MATERIALS","16,143.51","16,143.51"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","EQUIPMENT","3,374.57","3,374.57"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","FRANKED MAIL","720.48","720.48"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","PERSONNEL COMPENSATION","257,219.24","257,219.24"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","TRAVEL","5,295.73","5,295.73"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","26,705.12","26,705.12"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","PRINTING AND REPRODUCTION","117.90","117.90"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","OTHER SERVICES","13,280.76","13,280.76"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","SUPPLIES AND MATERIALS","1,963.17","1,963.17"
"HON. ALLYSON Y. SCHWARTZ","2009","2011Q1","EQUIPMENT","1,428.69","1,428.69"
"HON. DAVID SCOTT","2010","2011Q1","FRANKED MAIL","801.54","801.54"
"HON. DAVID SCOTT","2010","2011Q1","PERSONNEL COMPENSATION","257,461.97","257,461.97"
"HON. DAVID SCOTT","2010","2011Q1","TRAVEL","4,488.75","4,488.75"
"HON. DAVID SCOTT","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","18,321.65","18,321.65"
"HON. DAVID SCOTT","2010","2011Q1","PRINTING AND REPRODUCTION","8.00","8.00"
"HON. DAVID SCOTT","2010","2011Q1","OTHER SERVICES","1,056.90","1,056.90"
"HON. DAVID SCOTT","2010","2011Q1","SUPPLIES AND MATERIALS","674.75","674.75"
"HON. DAVID SCOTT","2010","2011Q1","EQUIPMENT","1,022.49","1,022.49"
"HON. ROBERT C. ""BOBBY"" SCOTT","2010","2011Q1","FRANKED MAIL","248.58","248.58"
"HON. ROBERT C. ""BOBBY"" SCOTT","2010","2011Q1","PERSONNEL COMPENSATION","232,101.35","232,101.35"
"HON. ROBERT C. ""BOBBY"" SCOTT","2010","2011Q1","TRAVEL","19,492.48","19,492.48"
"HON. ROBERT C. ""BOBBY"" SCOTT","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","24,536.69","24,536.69"
"HON. ROBERT C. ""BOBBY"" SCOTT","2010","2011Q1","PRINTING AND REPRODUCTION","225.40","225.40"
"HON. ROBERT C. ""BOBBY"" SCOTT","2010","2011Q1","OTHER SERVICES","12,300.00","12,300.00"
"HON. ROBERT C. ""BOBBY"" SCOTT","2010","2011Q1","SUPPLIES AND MATERIALS","10,171.81","10,171.81"
"HON. ROBERT C. ""BOBBY"" SCOTT","2010","2011Q1","EQUIPMENT","1,086.20","1,086.20"
"HON. ROBERT C. ""BOBBY"" SCOTT","2010","2011Q1","FRANKED MAIL","1,844.69","1,844.69"
"HON. ROBERT C. ""BOBBY"" SCOTT","2010","2011Q1","PERSONNEL COMPENSATION","225,551.74","225,551.74"
"HON. ROBERT C. ""BOBBY"" SCOTT","2010","2011Q1","TRAVEL","11,021.44","11,021.44"
"HON. ROBERT C. ""BOBBY"" SCOTT","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","8,502.84","8,502.84"
"HON. ROBERT C. ""BOBBY"" SCOTT","2010","2011Q1","PRINTING AND REPRODUCTION","764.06","764.06"
"HON. ROBERT C. ""BOBBY"" SCOTT","2010","2011Q1","OTHER SERVICES","11,942.49","11,942.49"
"HON. ROBERT C. ""BOBBY"" SCOTT","2010","2011Q1","SUPPLIES AND MATERIALS","15,295.09","15,295.09"
"HON. ROBERT C. ""BOBBY"" SCOTT","2010","2011Q1","EQUIPMENT","2,803.10","2,803.10"
"HON. F. JAMES SENSENBRENNER, JR.","2010","2011Q1","FRANKED MAIL","454.86","454.86"
"HON. F. JAMES SENSENBRENNER, JR.","2010","2011Q1","PERSONNEL COMPENSATION","212,318.20","212,318.20"
"HON. F. JAMES SENSENBRENNER, JR.","2010","2011Q1","TRAVEL","4,872.35","4,872.35"
"HON. F. JAMES SENSENBRENNER, JR.","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","35,279.00","35,279.00"
"HON. F. JAMES SENSENBRENNER, JR.","2010","2011Q1","PRINTING AND REPRODUCTION","183.82","183.82"
"HON. F. JAMES SENSENBRENNER, JR.","2010","2011Q1","OTHER SERVICES","17,556.71","17,556.71"
"HON. F. JAMES SENSENBRENNER, JR.","2010","2011Q1","SUPPLIES AND MATERIALS","5,700.20","5,700.20"
"HON. F. JAMES SENSENBRENNER, JR.","2010","2011Q1","EQUIPMENT","446.77","446.77"
"HON. JOSE E. SERRANO","2010","2011Q1","FRANKED MAIL","2,204.10","2,204.10"
"HON. JOSE E. SERRANO","2010","2011Q1","PERSONNEL COMPENSATION","179,668.27","179,668.27"
"HON. JOSE E. SERRANO","2010","2011Q1","TRAVEL","3,833.15","3,833.15"
"HON. JOSE E. SERRANO","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","12,200.74","12,200.74"
"HON. JOSE E. SERRANO","2010","2011Q1","PRINTING AND REPRODUCTION","516.30","516.30"
"HON. JOSE E. SERRANO","2010","2011Q1","OTHER SERVICES","6,682.44","6,682.44"
"HON. JOSE E. SERRANO","2010","2011Q1","SUPPLIES AND MATERIALS","18,629.49","18,629.49"
"HON. JOSE E. SERRANO","2010","2011Q1","EQUIPMENT","491.25","491.25"
"HON. JOE SESTAK","2009","2011Q1","FRANKED MAIL","722.87","722.87"
"HON. JOE SESTAK","2009","2011Q1","PERSONNEL COMPENSATION","220,032.23","220,032.23"
"HON. JOE SESTAK","2009","2011Q1","TRAVEL","8,825.62","8,825.62"
"HON. JOE SESTAK","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","15,538.99","15,538.99"
"HON. JOE SESTAK","2009","2011Q1","PRINTING AND REPRODUCTION","4,821.14","4,821.14"
"HON. JOE SESTAK","2009","2011Q1","OTHER SERVICES","10,720.00","10,720.00"
"HON. JOE SESTAK","2009","2011Q1","SUPPLIES AND MATERIALS","34,581.16","34,581.16"
"HON. JOE SESTAK","2009","2011Q1","EQUIPMENT","2,298.30","2,298.30"
"HON. CAROL SHEA-PORTER","2010","2011Q1","FRANKED MAIL","-28.09","-28.09"
"HON. CAROL SHEA-PORTER","2010","2011Q1","PERSONNEL COMPENSATION","226,688.22","226,688.22"
"HON. CAROL SHEA-PORTER","2010","2011Q1","TRAVEL","2,413.37","2,413.37"
"HON. CAROL SHEA-PORTER","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","30,763.76","30,763.76"
"HON. CAROL SHEA-PORTER","2010","2011Q1","PRINTING AND REPRODUCTION","489.00","489.00"
"HON. CAROL SHEA-PORTER","2010","2011Q1","OTHER SERVICES","11,652.05","11,652.05"
"HON. CAROL SHEA-PORTER","2010","2011Q1","SUPPLIES AND MATERIALS","12,319.09","12,319.09"
"HON. CAROL SHEA-PORTER","2010","2011Q1","EQUIPMENT","1,384.87","1,384.87"
"HON. BRAD SHERMAN","2009","2011Q1","FRANKED MAIL","1,045.49","1,045.49"
"HON. BRAD SHERMAN","2009","2011Q1","PERSONNEL COMPENSATION","288,833.46","288,833.46"
"HON. BRAD SHERMAN","2009","2011Q1","TRAVEL","5,951.25","5,951.25"
"HON. BRAD SHERMAN","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","16,969.76","16,969.76"
"HON. BRAD SHERMAN","2009","2011Q1","PRINTING AND REPRODUCTION","34.20","34.20"
"HON. BRAD SHERMAN","2009","2011Q1","OTHER SERVICES","11,008.50","11,008.50"
"HON. BRAD SHERMAN","2009","2011Q1","SUPPLIES AND MATERIALS","5,752.93","5,752.93"
"HON. BRAD SHERMAN","2009","2011Q1","EQUIPMENT","565.53","565.53"
"HON. JOHN SHIMKUS","2010","2011Q1","FRANKED MAIL","485.78","485.78"
"HON. JOHN SHIMKUS","2010","2011Q1","PERSONNEL COMPENSATION","266,275.90","266,275.90"
"HON. JOHN SHIMKUS","2010","2011Q1","TRAVEL","18,061.74","18,061.74"
"HON. JOHN SHIMKUS","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","11,559.69","11,559.69"
"HON. JOHN SHIMKUS","2010","2011Q1","PRINTING AND REPRODUCTION","392.45","392.45"
"HON. JOHN SHIMKUS","2010","2011Q1","OTHER SERVICES","10,550.00","10,550.00"
"HON. JOHN SHIMKUS","2010","2011Q1","SUPPLIES AND MATERIALS","3,700.39","3,700.39"
"HON. JOHN SHIMKUS","2010","2011Q1","EQUIPMENT","1,195.65","1,195.65"
"HON. HEATH SHULER","2010","2011Q1","FRANKED MAIL","502.11","502.11"
"HON. HEATH SHULER","2010","2011Q1","PERSONNEL COMPENSATION","214,775.14","214,775.14"
"HON. HEATH SHULER","2010","2011Q1","TRAVEL","6,194.08","6,194.08"
"HON. HEATH SHULER","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","23,888.44","23,888.44"
"HON. HEATH SHULER","2010","2011Q1","PRINTING AND REPRODUCTION","687.91","687.91"
"HON. HEATH SHULER","2010","2011Q1","OTHER SERVICES","11,793.00","11,793.00"
"HON. HEATH SHULER","2010","2011Q1","SUPPLIES AND MATERIALS","5,446.41","5,446.41"
"HON. HEATH SHULER","2010","2011Q1","EQUIPMENT","3,678.44","3,678.44"
"HON. BILL SHUSTER","2010","2011Q1","FRANKED MAIL","691.64","691.64"
"HON. BILL SHUSTER","2010","2011Q1","PERSONNEL COMPENSATION","270,728.17","270,728.17"
"HON. BILL SHUSTER","2010","2011Q1","TRAVEL","14,497.94","14,497.94"
"HON. BILL SHUSTER","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","24,601.56","24,601.56"
"HON. BILL SHUSTER","2010","2011Q1","PRINTING AND REPRODUCTION","229.29","229.29"
"HON. BILL SHUSTER","2010","2011Q1","OTHER SERVICES","8,914.00","8,914.00"
"HON. BILL SHUSTER","2010","2011Q1","SUPPLIES AND MATERIALS","4,022.75","4,022.75"
"HON. BILL SHUSTER","2010","2011Q1","EQUIPMENT","703.50","703.50"
"HON. MICHAEL K. SIMPSON","2010","2011Q1","FRANKED MAIL","361.40","361.40"
"HON. MICHAEL K. SIMPSON","2010","2011Q1","PERSONNEL COMPENSATION","241,172.39","241,172.39"
"HON. MICHAEL K. SIMPSON","2010","2011Q1","TRAVEL","4,399.89","4,399.89"
"HON. MICHAEL K. SIMPSON","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","28,040.45","28,040.45"
"HON. MICHAEL K. SIMPSON","2010","2011Q1","PRINTING AND REPRODUCTION","403.90","403.90"
"HON. MICHAEL K. SIMPSON","2010","2011Q1","OTHER SERVICES","12,102.79","12,102.79"
"HON. MICHAEL K. SIMPSON","2010","2011Q1","SUPPLIES AND MATERIALS","2,249.44","2,249.44"
"HON. MICHAEL K. SIMPSON","2010","2011Q1","EQUIPMENT","2,729.23","2,729.23"
"HON. IKE SKELTON","2010","2011Q1","FRANKED MAIL","662.60","662.60"
"HON. IKE SKELTON","2010","2011Q1","PERSONNEL COMPENSATION","246,106.37","246,106.37"
"HON. IKE SKELTON","2010","2011Q1","TRAVEL","4,572.36","4,572.36"
"HON. IKE SKELTON","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","42,043.96","42,043.96"
"HON. IKE SKELTON","2010","2011Q1","PRINTING AND REPRODUCTION","3,462.00","3,462.00"
"HON. IKE SKELTON","2010","2011Q1","OTHER SERVICES","12,017.85","12,017.85"
"HON. IKE SKELTON","2010","2011Q1","SUPPLIES AND MATERIALS","8,210.64","8,210.64"
"HON. IKE SKELTON","2010","2011Q1","EQUIPMENT","1,550.13","1,550.13"
"HON. LOUISE MCINTOSH SLAUGHTER","2009","2011Q1","FRANKED MAIL","528.36","528.36"
"HON. LOUISE MCINTOSH SLAUGHTER","2009","2011Q1","PERSONNEL COMPENSATION","232,270.17","232,270.17"
"HON. LOUISE MCINTOSH SLAUGHTER","2009","2011Q1","TRAVEL","19,939.79","19,939.79"
"HON. LOUISE MCINTOSH SLAUGHTER","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","16,039.68","16,039.68"
"HON. LOUISE MCINTOSH SLAUGHTER","2009","2011Q1","PRINTING AND REPRODUCTION","459.80","459.80"
"HON. LOUISE MCINTOSH SLAUGHTER","2009","2011Q1","OTHER SERVICES","12,358.95","12,358.95"
"HON. LOUISE MCINTOSH SLAUGHTER","2009","2011Q1","SUPPLIES AND MATERIALS","4,402.29","4,402.29"
"HON. LOUISE MCINTOSH SLAUGHTER","2009","2011Q1","EQUIPMENT","909.00","909.00"
"HON. ADAM SMITH","2010","2011Q1","FRANKED MAIL","5,715.46","5,715.46"
"HON. ADAM SMITH","2010","2011Q1","PERSONNEL COMPENSATION","244,911.14","244,911.14"
"HON. ADAM SMITH","2010","2011Q1","TRAVEL","22,222.00","22,222.00"
"HON. ADAM SMITH","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","27,008.49","27,008.49"
"HON. ADAM SMITH","2010","2011Q1","PRINTING AND REPRODUCTION","2,228.77","2,228.77"
"HON. ADAM SMITH","2010","2011Q1","OTHER SERVICES","13,794.50","13,794.50"
"HON. ADAM SMITH","2010","2011Q1","SUPPLIES AND MATERIALS","5,078.69","5,078.69"
"HON. ADAM SMITH","2010","2011Q1","EQUIPMENT","495.00","495.00"
"HON. ADRIAN SMITH","2010","2011Q1","FRANKED MAIL","1,150.38","1,150.38"
"HON. ADRIAN SMITH","2010","2011Q1","PERSONNEL COMPENSATION","231,596.23","231,596.23"
"HON. ADRIAN SMITH","2010","2011Q1","TRAVEL","1,923.82","1,923.82"
"HON. ADRIAN SMITH","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","19,511.12","19,511.12"
"HON. ADRIAN SMITH","2010","2011Q1","PRINTING AND REPRODUCTION","869.82","869.82"
"HON. ADRIAN SMITH","2010","2011Q1","OTHER SERVICES","12,004.30","12,004.30"
"HON. ADRIAN SMITH","2010","2011Q1","SUPPLIES AND MATERIALS","6,136.90","6,136.90"
"HON. ADRIAN SMITH","2010","2011Q1","EQUIPMENT","828.00","828.00"
"HON. CHRISTOPHER H. SMITH","2009","2011Q1","FRANKED MAIL","1,700.26","1,700.26"
"HON. CHRISTOPHER H. SMITH","2009","2011Q1","PERSONNEL COMPENSATION","175,919.06","175,919.06"
"HON. CHRISTOPHER H. SMITH","2009","2011Q1","TRAVEL","9,709.86","9,709.86"
"HON. CHRISTOPHER H. SMITH","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","24,010.31","24,010.31"
"HON. CHRISTOPHER H. SMITH","2009","2011Q1","PRINTING AND REPRODUCTION","420.80","420.80"
"HON. CHRISTOPHER H. SMITH","2009","2011Q1","OTHER SERVICES","6,356.90","6,356.90"
"HON. CHRISTOPHER H. SMITH","2009","2011Q1","SUPPLIES AND MATERIALS","2,987.48","2,987.48"
"HON. CHRISTOPHER H. SMITH","2009","2011Q1","EQUIPMENT","1,198.62","1,198.62"
"HON. MARK E SOUDER","2009","2011Q1","FRANKED MAIL","656.94","656.94"
"HON. MARK E SOUDER","2009","2011Q1","PERSONNEL COMPENSATION","154,600.03","154,600.03"
"HON. MARK E SOUDER","2009","2011Q1","TRAVEL","13,289.54","13,289.54"
"HON. MARK E SOUDER","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","5,654.74","5,654.74"
"HON. MARK E SOUDER","2009","2011Q1","PRINTING AND REPRODUCTION","3,303.15","3,303.15"
"HON. MARK E SOUDER","2009","2011Q1","OTHER SERVICES","9,683.90","9,683.90"
"HON. MARK E SOUDER","2009","2011Q1","SUPPLIES AND MATERIALS","11,710.40","11,710.40"
"HON. MARK E SOUDER","2009","2011Q1","EQUIPMENT","2,285.55","2,285.55"
"HON. ZACHARY T. SPACE","2010","2011Q1","FRANKED MAIL","313.83","313.83"
"HON. ZACHARY T. SPACE","2010","2011Q1","PERSONNEL COMPENSATION","267,301.33","267,301.33"
"HON. ZACHARY T. SPACE","2010","2011Q1","TRAVEL","4,627.82","4,627.82"
"HON. ZACHARY T. SPACE","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","25,973.34","25,973.34"
"HON. ZACHARY T. SPACE","2010","2011Q1","PRINTING AND REPRODUCTION","59.00","59.00"
"HON. ZACHARY T. SPACE","2010","2011Q1","OTHER SERVICES","11,079.35","11,079.35"
"HON. ZACHARY T. SPACE","2010","2011Q1","SUPPLIES AND MATERIALS","5,912.52","5,912.52"
"HON. ZACHARY T. SPACE","2010","2011Q1","EQUIPMENT","561.57","561.57"
"HON. JOHN M. SPRATT JR.","2009","2011Q1","FRANKED MAIL","16,331.80","16,331.80"
"HON. JOHN M. SPRATT JR.","2009","2011Q1","PERSONNEL COMPENSATION","242,080.55","242,080.55"
"HON. JOHN M. SPRATT JR.","2009","2011Q1","TRAVEL","1,492.92","1,492.92"
"HON. JOHN M. SPRATT JR.","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","17,183.62","17,183.62"
"HON. JOHN M. SPRATT JR.","2009","2011Q1","PRINTING AND REPRODUCTION","26.00","26.00"
"HON. JOHN M. SPRATT JR.","2009","2011Q1","OTHER SERVICES","6,163.50","6,163.50"
"HON. JOHN M. SPRATT JR.","2009","2011Q1","SUPPLIES AND MATERIALS","1,073.33","1,073.33"
"HON. JOHN M. SPRATT JR.","2009","2011Q1","EQUIPMENT","793.14","793.14"
"HON. FORTNEY PETE STARK","2010","2011Q1","FRANKED MAIL","19,540.88","19,540.88"
"HON. FORTNEY PETE STARK","2010","2011Q1","PERSONNEL COMPENSATION","216,187.46","216,187.46"
"HON. FORTNEY PETE STARK","2010","2011Q1","TRAVEL","12,063.65","12,063.65"
"HON. FORTNEY PETE STARK","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","19,746.32","19,746.32"
"HON. FORTNEY PETE STARK","2010","2011Q1","PRINTING AND REPRODUCTION","18,445.11","18,445.11"
"HON. FORTNEY PETE STARK","2010","2011Q1","OTHER SERVICES","1,364.73","1,364.73"
"HON. FORTNEY PETE STARK","2010","2011Q1","SUPPLIES AND MATERIALS","12,070.52","12,070.52"
"HON. FORTNEY PETE STARK","2010","2011Q1","EQUIPMENT","1,338.38","1,338.38"
"HON. CLIFF STEARNS","2009","2011Q1","FRANKED MAIL","20,651.99","20,651.99"
"HON. CLIFF STEARNS","2009","2011Q1","PERSONNEL COMPENSATION","205,191.65","205,191.65"
"HON. CLIFF STEARNS","2009","2011Q1","TRAVEL","9,106.22","9,106.22"
"HON. CLIFF STEARNS","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","18,813.80","18,813.80"
"HON. CLIFF STEARNS","2009","2011Q1","PRINTING AND REPRODUCTION","2,027.10","2,027.10"
"HON. CLIFF STEARNS","2009","2011Q1","OTHER SERVICES","14,752.51","14,752.51"
"HON. CLIFF STEARNS","2009","2011Q1","SUPPLIES AND MATERIALS","23,850.36","23,850.36"
"HON. CLIFF STEARNS","2009","2011Q1","EQUIPMENT","1,014.72","1,014.72"
"HON. BART STUPAK","2010","2011Q1","FRANKED MAIL","1,372.19","1,372.19"
"HON. BART STUPAK","2010","2011Q1","PERSONNEL COMPENSATION","230,530.71","230,530.71"
"HON. BART STUPAK","2010","2011Q1","TRAVEL","20,084.64","20,084.64"
"HON. BART STUPAK","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","5,593.63","5,593.63"
"HON. BART STUPAK","2010","2011Q1","PRINTING AND REPRODUCTION","1,905.74","1,905.74"
"HON. BART STUPAK","2010","2011Q1","OTHER SERVICES","10,712.80","10,712.80"
"HON. BART STUPAK","2010","2011Q1","SUPPLIES AND MATERIALS","6,897.78","6,897.78"
"HON. BART STUPAK","2010","2011Q1","EQUIPMENT","353.52","353.52"
"HON. MARLIN A. STUTZMAN","2010","2011Q1","FRANKED MAIL","643.04","643.04"
"HON. MARLIN A. STUTZMAN","2010","2011Q1","PERSONNEL COMPENSATION","218,076.53","218,076.53"
"HON. MARLIN A. STUTZMAN","2010","2011Q1","TRAVEL","4,746.91","4,746.91"
"HON. MARLIN A. STUTZMAN","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","23,760.92","23,760.92"
"HON. MARLIN A. STUTZMAN","2010","2011Q1","PRINTING AND REPRODUCTION","181.70","181.70"
"HON. MARLIN A. STUTZMAN","2010","2011Q1","OTHER SERVICES","6,536.49","6,536.49"
"HON. MARLIN A. STUTZMAN","2010","2011Q1","SUPPLIES AND MATERIALS","3,937.26","3,937.26"
"HON. MARLIN A. STUTZMAN","2010","2011Q1","EQUIPMENT","480.63","480.63"
"HON. JOHN SULLIVAN","2009","2011Q1","FRANKED MAIL","262.33","262.33"
"HON. JOHN SULLIVAN","2009","2011Q1","PERSONNEL COMPENSATION","209,325.13","209,325.13"
"HON. JOHN SULLIVAN","2009","2011Q1","TRAVEL","14,232.96","14,232.96"
"HON. JOHN SULLIVAN","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","13,464.91","13,464.91"
"HON. JOHN SULLIVAN","2009","2011Q1","PRINTING AND REPRODUCTION","1,426.05","1,426.05"
"HON. JOHN SULLIVAN","2009","2011Q1","OTHER SERVICES","7,213.50","7,213.50"
"HON. JOHN SULLIVAN","2009","2011Q1","SUPPLIES AND MATERIALS","5,496.17","5,496.17"
"HON. JOHN SULLIVAN","2009","2011Q1","EQUIPMENT","1,286.67","1,286.67"
"HON. HARRY TEAGUE","2009","2011Q1","FRANKED MAIL","1,413.40","1,413.40"
"HON. HARRY TEAGUE","2009","2011Q1","PERSONNEL COMPENSATION","226,750.53","226,750.53"
"HON. HARRY TEAGUE","2009","2011Q1","TRAVEL","7,746.24","7,746.24"
"HON. HARRY TEAGUE","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","23,727.02","23,727.02"
"HON. HARRY TEAGUE","2009","2011Q1","PRINTING AND REPRODUCTION","206.47","206.47"
