"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. JACKIE SPEIER","2010","2010Q2","EQUIPMENT","1,471.70","1,147.01"
"HON. JOHN M SPRATT JR","2010","2010Q2","FRANKED MAIL","1,540.60","676.06"
"HON. JOHN M SPRATT JR","2010","2010Q2","PERSONNEL COMPENSATION","565,470.58","287,152.46"
"HON. JOHN M SPRATT JR","2010","2010Q2","TRAVEL","17,608.84","11,554.74"
"HON. JOHN M SPRATT JR","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","34,090.58","18,191.85"
"HON. JOHN M SPRATT JR","2010","2010Q2","PRINTING AND REPRODUCTION","556.73","381.23"
"HON. JOHN M SPRATT JR","2010","2010Q2","OTHER SERVICES","24,179.00","24,059.00"
"HON. JOHN M SPRATT JR","2010","2010Q2","SUPPLIES AND MATERIALS","6,460.67","4,136.93"
"HON. JOHN M SPRATT JR","2010","2010Q2","EQUIPMENT","18,981.33","16,450.90"
"HON. FORTNEY PETE STARK","2010","2010Q2","FRANKED MAIL","26,378.87","861.91"
"HON. FORTNEY PETE STARK","2010","2010Q2","PERSONNEL COMPENSATION","409,329.20","211,212.49"
"HON. FORTNEY PETE STARK","2010","2010Q2","TRAVEL","777.51","739.06"
"HON. FORTNEY PETE STARK","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","51,736.02","30,208.13"
"HON. FORTNEY PETE STARK","2010","2010Q2","PRINTING AND REPRODUCTION","14,992.65","14,948.45"
"HON. FORTNEY PETE STARK","2010","2010Q2","OTHER SERVICES","12,639.00","12,269.00"
"HON. FORTNEY PETE STARK","2010","2010Q2","SUPPLIES AND MATERIALS","7,842.88","4,738.79"
"HON. FORTNEY PETE STARK","2010","2010Q2","EQUIPMENT","1,016.00","253.90"
"HON. CLIFF STEARNS","2010","2010Q2","FRANKED MAIL","89,161.40","88,000.03"
"HON. CLIFF STEARNS","2010","2010Q2","PERSONNEL COMPENSATION","440,912.90","224,003.94"
"HON. CLIFF STEARNS","2010","2010Q2","TRAVEL","21,092.26","9,553.00"
"HON. CLIFF STEARNS","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","65,290.41","41,732.97"
"HON. CLIFF STEARNS","2010","2010Q2","PRINTING AND REPRODUCTION","65,246.08","64,715.94"
"HON. CLIFF STEARNS","2010","2010Q2","OTHER SERVICES","15,570.34","14,927.75"
"HON. CLIFF STEARNS","2010","2010Q2","SUPPLIES AND MATERIALS","36,153.09","8,095.69"
"HON. CLIFF STEARNS","2010","2010Q2","EQUIPMENT","2,246.89","1,723.99"
"HON. BART STUPAK","2010","2010Q2","FRANKED MAIL","7,196.03","4,440.04"
"HON. BART STUPAK","2010","2010Q2","PERSONNEL COMPENSATION","531,374.70","287,206.93"
"HON. BART STUPAK","2010","2010Q2","TRAVEL","15,137.40","12,725.95"
"HON. BART STUPAK","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","48,252.04","29,364.10"
"HON. BART STUPAK","2010","2010Q2","PRINTING AND REPRODUCTION","369.96","369.96"
"HON. BART STUPAK","2010","2010Q2","OTHER SERVICES","20,236.00","10,588.00"
"HON. BART STUPAK","2010","2010Q2","SUPPLIES AND MATERIALS","17,779.20","15,436.33"
"HON. BART STUPAK","2010","2010Q2","EQUIPMENT","5,210.34","2,574.96"
"HON. JOHN SULLIVAN","2010","2010Q2","FRANKED MAIL","65,891.20","39,318.54"
"HON. JOHN SULLIVAN","2010","2010Q2","PERSONNEL COMPENSATION","467,074.04","228,132.35"
"HON. JOHN SULLIVAN","2010","2010Q2","TRAVEL","18,013.14","9,876.43"
"HON. JOHN SULLIVAN","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","55,215.45","34,488.06"
"HON. JOHN SULLIVAN","2010","2010Q2","PRINTING AND REPRODUCTION","31,546.84","31,035.49"
"HON. JOHN SULLIVAN","2010","2010Q2","OTHER SERVICES","22,568.40","15,826.40"
"HON. JOHN SULLIVAN","2010","2010Q2","SUPPLIES AND MATERIALS","20,665.45","8,735.35"
"HON. JOHN SULLIVAN","2010","2010Q2","EQUIPMENT","1,111.58","825.95"
"HON. BETTY SUTTON","2010","2010Q2","FRANKED MAIL","3,848.49","3,294.53"
"HON. BETTY SUTTON","2010","2010Q2","PERSONNEL COMPENSATION","510,852.89","269,968.33"
"HON. BETTY SUTTON","2010","2010Q2","TRAVEL","22,528.72","11,105.08"
"HON. BETTY SUTTON","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","35,981.14","19,606.40"
"HON. BETTY SUTTON","2010","2010Q2","PRINTING AND REPRODUCTION","1,740.23","1,377.43"
"HON. BETTY SUTTON","2010","2010Q2","OTHER SERVICES","12,586.95","6,057.00"
"HON. BETTY SUTTON","2010","2010Q2","SUPPLIES AND MATERIALS","16,837.20","11,496.35"
"HON. BETTY SUTTON","2010","2010Q2","EQUIPMENT","7,024.02","5,692.67"
"HON. JOHN TANNER","2010","2010Q2","FRANKED MAIL","4,243.26","3,254.31"
"HON. JOHN TANNER","2010","2010Q2","PERSONNEL COMPENSATION","577,635.52","300,233.36"
"HON. JOHN TANNER","2010","2010Q2","TRAVEL","22,280.71","11,024.33"
"HON. JOHN TANNER","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","39,498.75","20,843.34"
"HON. JOHN TANNER","2010","2010Q2","PRINTING AND REPRODUCTION","1,255.69","937.34"
"HON. JOHN TANNER","2010","2010Q2","OTHER SERVICES","36,145.36","32,961.87"
"HON. JOHN TANNER","2010","2010Q2","SUPPLIES AND MATERIALS","8,868.82","5,436.34"
"HON. JOHN TANNER","2010","2010Q2","EQUIPMENT","3,655.53","2,171.23"
"HON. GENE TAYLOR","2010","2010Q2","FRANKED MAIL","3,915.77","2,892.56"
"HON. GENE TAYLOR","2010","2010Q2","PERSONNEL COMPENSATION","551,319.69","279,442.48"
"HON. GENE TAYLOR","2010","2010Q2","TRAVEL","19,170.01","11,182.99"
"HON. GENE TAYLOR","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","57,685.18","31,856.17"
"HON. GENE TAYLOR","2010","2010Q2","PRINTING AND REPRODUCTION","4,197.60","2,751.20"
"HON. GENE TAYLOR","2010","2010Q2","OTHER SERVICES","7,349.07","5,738.97"
"HON. GENE TAYLOR","2010","2010Q2","SUPPLIES AND MATERIALS","7,074.32","4,658.32"
"HON. GENE TAYLOR","2010","2010Q2","EQUIPMENT","861.30","430.65"
"HON. HARRY TEAGUE","2010","2010Q2","FRANKED MAIL","95,875.36","14,922.67"
"HON. HARRY TEAGUE","2010","2010Q2","PERSONNEL COMPENSATION","442,478.05","222,275.05"
"HON. HARRY TEAGUE","2010","2010Q2","TRAVEL","62,127.89","32,263.63"
"HON. HARRY TEAGUE","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","57,146.52","26,863.90"
"HON. HARRY TEAGUE","2010","2010Q2","PRINTING AND REPRODUCTION","64,849.23","18,751.54"
"HON. HARRY TEAGUE","2010","2010Q2","OTHER SERVICES","13,485.26","13,485.26"
"HON. HARRY TEAGUE","2010","2010Q2","SUPPLIES AND MATERIALS","6,470.46","3,647.83"
"HON. HARRY TEAGUE","2010","2010Q2","EQUIPMENT","6,150.57","3,031.53"
"HON. LEE TERRY","2010","2010Q2","FRANKED MAIL","67,688.47","26,918.50"
"HON. LEE TERRY","2010","2010Q2","PERSONNEL COMPENSATION","441,438.04","227,139.50"
"HON. LEE TERRY","2010","2010Q2","TRAVEL","23,386.39","15,562.89"
"HON. LEE TERRY","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","48,660.94","30,041.79"
"HON. LEE TERRY","2010","2010Q2","PRINTING AND REPRODUCTION","46,805.01","5,927.60"
"HON. LEE TERRY","2010","2010Q2","OTHER SERVICES","24,517.00","12,699.00"
"HON. LEE TERRY","2010","2010Q2","SUPPLIES AND MATERIALS","32,094.85","8,545.47"
"HON. LEE TERRY","2010","2010Q2","EQUIPMENT","14,944.37","2,162.30"
"HON. BENNIE G. THOMPSON","2010","2010Q2","FRANKED MAIL","8,216.25","4,644.19"
"HON. BENNIE G. THOMPSON","2010","2010Q2","PERSONNEL COMPENSATION","423,051.98","218,203.18"
"HON. BENNIE G. THOMPSON","2010","2010Q2","TRAVEL","26,509.01","12,814.40"
"HON. BENNIE G. THOMPSON","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","63,196.55","37,436.18"
"HON. BENNIE G. THOMPSON","2010","2010Q2","PRINTING AND REPRODUCTION","5,970.66","5,565.86"
"HON. BENNIE G. THOMPSON","2010","2010Q2","OTHER SERVICES","26,665.93","13,886.93"
"HON. BENNIE G. THOMPSON","2010","2010Q2","SUPPLIES AND MATERIALS","19,387.76","11,154.19"
"HON. BENNIE G. THOMPSON","2010","2010Q2","EQUIPMENT","6,736.95","3,607.94"
"HON. GLENN THOMPSON","2010","2010Q2","FRANKED MAIL","2,081.09","1,482.79"
"HON. GLENN THOMPSON","2010","2010Q2","PERSONNEL COMPENSATION","531,886.23","269,957.56"
"HON. GLENN THOMPSON","2010","2010Q2","TRAVEL","28,130.06","19,304.43"
"HON. GLENN THOMPSON","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","33,268.35","16,721.51"
"HON. GLENN THOMPSON","2010","2010Q2","PRINTING AND REPRODUCTION","161.80","139.00"
"HON. GLENN THOMPSON","2010","2010Q2","OTHER SERVICES","19,149.26","9,574.63"
"HON. GLENN THOMPSON","2010","2010Q2","SUPPLIES AND MATERIALS","5,156.83","2,846.48"
"HON. GLENN THOMPSON","2010","2010Q2","EQUIPMENT","1,246.46","710.48"
"HON. MIKE THOMPSON","2010","2010Q2","FRANKED MAIL","5,641.32","4,945.59"
"HON. MIKE THOMPSON","2010","2010Q2","PERSONNEL COMPENSATION","505,179.84","256,892.46"
"HON. MIKE THOMPSON","2010","2010Q2","TRAVEL","26,246.76","21,343.91"
"HON. MIKE THOMPSON","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","36,664.22","19,383.54"
"HON. MIKE THOMPSON","2010","2010Q2","PRINTING AND REPRODUCTION","560.09","535.20"
"HON. MIKE THOMPSON","2010","2010Q2","OTHER SERVICES","16,514.35","9,569.40"
"HON. MIKE THOMPSON","2010","2010Q2","SUPPLIES AND MATERIALS","8,805.54","6,330.22"
"HON. MIKE THOMPSON","2010","2010Q2","EQUIPMENT","1,512.80","742.82"
"HON. MAC THORNBERRY","2010","2010Q2","FRANKED MAIL","10,913.95","10,336.76"
"HON. MAC THORNBERRY","2010","2010Q2","PERSONNEL COMPENSATION","498,107.78","252,477.98"
"HON. MAC THORNBERRY","2010","2010Q2","TRAVEL","31,019.47","13,565.28"
"HON. MAC THORNBERRY","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","45,609.99","24,064.67"
"HON. MAC THORNBERRY","2010","2010Q2","PRINTING AND REPRODUCTION","14,217.80","13,932.03"
"HON. MAC THORNBERRY","2010","2010Q2","OTHER SERVICES","27,116.77","13,850.77"
"HON. MAC THORNBERRY","2010","2010Q2","SUPPLIES AND MATERIALS","9,694.53","5,616.72"
"HON. MAC THORNBERRY","2010","2010Q2","EQUIPMENT","1,915.10","1,456.34"
"HON. TODD TIAHRT","2010","2010Q2","FRANKED MAIL","22,293.86","20,740.66"
"HON. TODD TIAHRT","2010","2010Q2","PERSONNEL COMPENSATION","480,838.74","242,831.93"
"HON. TODD TIAHRT","2010","2010Q2","TRAVEL","24,795.36","18,782.40"
"HON. TODD TIAHRT","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","67,443.35","31,202.40"
"HON. TODD TIAHRT","2010","2010Q2","PRINTING AND REPRODUCTION","25,252.46","23,715.73"
"HON. TODD TIAHRT","2010","2010Q2","OTHER SERVICES","20,574.06","10,287.03"
"HON. TODD TIAHRT","2010","2010Q2","SUPPLIES AND MATERIALS","12,605.60","4,696.05"
"HON. TODD TIAHRT","2010","2010Q2","EQUIPMENT","1,453.50","726.75"
"HON. PATRICK J. TIBERI","2010","2010Q2","FRANKED MAIL","5,285.93","773.78"
"HON. PATRICK J. TIBERI","2010","2010Q2","PERSONNEL COMPENSATION","486,100.03","241,674.96"
"HON. PATRICK J. TIBERI","2010","2010Q2","TRAVEL","16,283.89","12,932.53"
"HON. PATRICK J. TIBERI","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","50,975.66","27,482.16"
"HON. PATRICK J. TIBERI","2010","2010Q2","PRINTING AND REPRODUCTION","9,747.48","9,679.18"
"HON. PATRICK J. TIBERI","2010","2010Q2","OTHER SERVICES","35,418.20","24,479.20"
"HON. PATRICK J. TIBERI","2010","2010Q2","SUPPLIES AND MATERIALS","6,669.63","3,758.68"
"HON. PATRICK J. TIBERI","2010","2010Q2","EQUIPMENT","1,108.34","607.28"
"HON. JOHN F. TIERNEY","2010","2010Q2","FRANKED MAIL","3,133.23","2,318.43"
"HON. JOHN F. TIERNEY","2010","2010Q2","PERSONNEL COMPENSATION","543,359.73","275,129.29"
"HON. JOHN F. TIERNEY","2010","2010Q2","TRAVEL","9,060.70","6,575.20"
"HON. JOHN F. TIERNEY","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","56,516.49","37,797.97"
"HON. JOHN F. TIERNEY","2010","2010Q2","PRINTING AND REPRODUCTION","160.00","160.00"
"HON. JOHN F. TIERNEY","2010","2010Q2","OTHER SERVICES","15,500.89","8,854.09"
"HON. JOHN F. TIERNEY","2010","2010Q2","SUPPLIES AND MATERIALS","1,781.94","1,518.39"
"HON. JOHN F. TIERNEY","2010","2010Q2","EQUIPMENT","1,845.18","1,378.43"
"HON. DINA TITUS","2010","2010Q2","FRANKED MAIL","75,730.75","29,515.79"
"HON. DINA TITUS","2010","2010Q2","PERSONNEL COMPENSATION","365,949.98","185,749.95"
"HON. DINA TITUS","2010","2010Q2","TRAVEL","27,422.90","14,254.57"
"HON. DINA TITUS","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","47,524.54","24,374.79"
"HON. DINA TITUS","2010","2010Q2","PRINTING AND REPRODUCTION","77,101.67","24,733.92"
"HON. DINA TITUS","2010","2010Q2","OTHER SERVICES","25,360.51","12,708.39"
"HON. DINA TITUS","2010","2010Q2","SUPPLIES AND MATERIALS","7,634.33","5,037.55"
"HON. DINA TITUS","2010","2010Q2","EQUIPMENT","2,089.98","1,044.99"
"HON. PAUL D. TONKO","2010","2010Q2","FRANKED MAIL","40,757.06","39,034.64"
"HON. PAUL D. TONKO","2010","2010Q2","PERSONNEL COMPENSATION","421,797.87","212,388.90"
"HON. PAUL D. TONKO","2010","2010Q2","TRAVEL","13,595.71","8,063.57"
"HON. PAUL D. TONKO","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","45,631.60","23,003.60"
"HON. PAUL D. TONKO","2010","2010Q2","PRINTING AND REPRODUCTION","20,441.22","20,239.57"
"HON. PAUL D. TONKO","2010","2010Q2","OTHER SERVICES","30,572.25","15,416.29"
"HON. PAUL D. TONKO","2010","2010Q2","SUPPLIES AND MATERIALS","14,216.70","6,560.84"
"HON. PAUL D. TONKO","2010","2010Q2","EQUIPMENT","5,377.80","2,942.40"
"HON. EDOLPHUS TOWNS","2010","2010Q2","FRANKED MAIL","34,788.51","33,417.81"
"HON. EDOLPHUS TOWNS","2010","2010Q2","PERSONNEL COMPENSATION","440,592.83","241,491.65"
"HON. EDOLPHUS TOWNS","2010","2010Q2","TRAVEL","16,657.67","12,648.61"
"HON. EDOLPHUS TOWNS","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","94,792.53","49,682.04"
"HON. EDOLPHUS TOWNS","2010","2010Q2","PRINTING AND REPRODUCTION","35,071.97","35,071.97"
"HON. EDOLPHUS TOWNS","2010","2010Q2","OTHER SERVICES","27,617.48","21,802.86"
"HON. EDOLPHUS TOWNS","2010","2010Q2","SUPPLIES AND MATERIALS","22,420.40","11,323.46"
"HON. EDOLPHUS TOWNS","2010","2010Q2","EQUIPMENT","3,122.22","1,561.11"
"HON. NIKI TSONGAS","2010","2010Q2","FRANKED MAIL","29,864.28","29,756.95"
"HON. NIKI TSONGAS","2010","2010Q2","PERSONNEL COMPENSATION","493,627.35","253,229.63"
"HON. NIKI TSONGAS","2010","2010Q2","TRAVEL","17,405.20","10,807.08"
"HON. NIKI TSONGAS","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","48,661.39","32,779.15"
"HON. NIKI TSONGAS","2010","2010Q2","PRINTING AND REPRODUCTION","21,509.64","21,365.82"
"HON. NIKI TSONGAS","2010","2010Q2","OTHER SERVICES","17,878.42","9,382.49"
"HON. NIKI TSONGAS","2010","2010Q2","SUPPLIES AND MATERIALS","15,465.10","8,814.39"
"HON. NIKI TSONGAS","2010","2010Q2","EQUIPMENT","1,825.98","912.99"
"HON. MICHAEL R. TURNER","2010","2010Q2","FRANKED MAIL","3,646.64","2,116.98"
"HON. MICHAEL R. TURNER","2010","2010Q2","PERSONNEL COMPENSATION","454,093.00","228,949.99"
"HON. MICHAEL R. TURNER","2010","2010Q2","TRAVEL","29,260.13","22,561.91"
"HON. MICHAEL R. TURNER","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","46,695.94","25,422.95"
"HON. MICHAEL R. TURNER","2010","2010Q2","PRINTING AND REPRODUCTION","1,378.18","908.00"
"HON. MICHAEL R. TURNER","2010","2010Q2","OTHER SERVICES","29,130.20","15,338.25"
"HON. MICHAEL R. TURNER","2010","2010Q2","SUPPLIES AND MATERIALS","9,253.66","6,399.77"
"HON. MICHAEL R. TURNER","2010","2010Q2","EQUIPMENT","3,001.36","1,829.93"
"HON. FRED UPTON","2010","2010Q2","FRANKED MAIL","3,096.08","2,133.90"
"HON. FRED UPTON","2010","2010Q2","PERSONNEL COMPENSATION","452,011.43","228,722.24"
"HON. FRED UPTON","2010","2010Q2","TRAVEL","23,901.82","16,809.97"
"HON. FRED UPTON","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","43,181.71","25,643.27"
"HON. FRED UPTON","2010","2010Q2","PRINTING AND REPRODUCTION","285.42","165.32"
"HON. FRED UPTON","2010","2010Q2","OTHER SERVICES","30,681.73","17,103.23"
"HON. FRED UPTON","2010","2010Q2","SUPPLIES AND MATERIALS","7,287.75","4,684.35"
"HON. FRED UPTON","2010","2010Q2","EQUIPMENT","1,489.83","760.83"
"HON. CHRIS VAN HOLLEN","2010","2010Q2","FRANKED MAIL","19,603.69","18,876.45"
"HON. CHRIS VAN HOLLEN","2010","2010Q2","PERSONNEL COMPENSATION","477,424.16","239,683.13"
"HON. CHRIS VAN HOLLEN","2010","2010Q2","TRAVEL","2,236.07","1,816.18"
"HON. CHRIS VAN HOLLEN","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","58,918.37","30,525.25"
"HON. CHRIS VAN HOLLEN","2010","2010Q2","PRINTING AND REPRODUCTION","15,313.92","15,313.92"
"HON. CHRIS VAN HOLLEN","2010","2010Q2","OTHER SERVICES","23,892.00","20,450.00"
"HON. CHRIS VAN HOLLEN","2010","2010Q2","SUPPLIES AND MATERIALS","11,843.66","9,403.90"
"HON. CHRIS VAN HOLLEN","2010","2010Q2","EQUIPMENT","1,266.00","633.00"
"HON. NYDIA M VELAZQUEZ","2010","2010Q2","FRANKED MAIL","36,789.60","628.74"
"HON. NYDIA M VELAZQUEZ","2010","2010Q2","PERSONNEL COMPENSATION","453,542.49","228,562.44"
"HON. NYDIA M VELAZQUEZ","2010","2010Q2","TRAVEL","3,279.43","2,301.86"
"HON. NYDIA M VELAZQUEZ","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","73,951.01","38,942.22"
"HON. NYDIA M VELAZQUEZ","2010","2010Q2","PRINTING AND REPRODUCTION","31,932.80","31,871.50"
"HON. NYDIA M VELAZQUEZ","2010","2010Q2","OTHER SERVICES","27,192.00","13,146.00"
"HON. NYDIA M VELAZQUEZ","2010","2010Q2","SUPPLIES AND MATERIALS","9,335.95","3,402.37"
"HON. NYDIA M VELAZQUEZ","2010","2010Q2","EQUIPMENT","4,734.60","3,042.30"
"HON. PETER J VISCLOSKY","2010","2010Q2","FRANKED MAIL","22,185.43","3,123.22"
"HON. PETER J VISCLOSKY","2010","2010Q2","PERSONNEL COMPENSATION","416,748.51","216,376.12"
"HON. PETER J VISCLOSKY","2010","2010Q2","TRAVEL","19,743.03","7,734.16"
"HON. PETER J VISCLOSKY","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","28,270.09","15,474.31"
"HON. PETER J VISCLOSKY","2010","2010Q2","PRINTING AND REPRODUCTION","15,004.60","222.10"
"HON. PETER J VISCLOSKY","2010","2010Q2","OTHER SERVICES","27,241.00","14,945.00"
"HON. PETER J VISCLOSKY","2010","2010Q2","SUPPLIES AND MATERIALS","30,855.27","25,280.93"
"HON. PETER J VISCLOSKY","2010","2010Q2","EQUIPMENT","1,506.00","753.00"
"HON. GREG WALDEN","2010","2010Q2","FRANKED MAIL","8,172.83","1,907.82"
"HON. GREG WALDEN","2010","2010Q2","PERSONNEL COMPENSATION","510,145.76","252,354.12"
"HON. GREG WALDEN","2010","2010Q2","TRAVEL","31,532.03","14,862.71"
"HON. GREG WALDEN","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","46,774.64","24,188.16"
"HON. GREG WALDEN","2010","2010Q2","PRINTING AND REPRODUCTION","992.58","992.58"
"HON. GREG WALDEN","2010","2010Q2","OTHER SERVICES","20,445.00","20,333.25"
"HON. GREG WALDEN","2010","2010Q2","SUPPLIES AND MATERIALS","3,559.32","2,247.69"
"HON. GREG WALDEN","2010","2010Q2","EQUIPMENT","4,857.62","2,046.77"
"HON. TIMOTHY J. WALZ","2010","2010Q2","FRANKED MAIL","114,383.53","101,376.28"
"HON. TIMOTHY J. WALZ","2010","2010Q2","PERSONNEL COMPENSATION","452,806.66","227,655.70"
"HON. TIMOTHY J. WALZ","2010","2010Q2","TRAVEL","38,034.21","20,891.64"
"HON. TIMOTHY J. WALZ","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","45,553.83","23,955.14"
"HON. TIMOTHY J. WALZ","2010","2010Q2","PRINTING AND REPRODUCTION","39,706.31","39,193.24"
"HON. TIMOTHY J. WALZ","2010","2010Q2","OTHER SERVICES","26,739.25","12,811.38"
"HON. TIMOTHY J. WALZ","2010","2010Q2","SUPPLIES AND MATERIALS","6,778.84","4,764.98"
"HON. TIMOTHY J. WALZ","2010","2010Q2","EQUIPMENT","1,230.36","637.61"
"HON. ZACH WAMP","2010","2010Q2","FRANKED MAIL","2,142.16","1,375.54"
"HON. ZACH WAMP","2010","2010Q2","PERSONNEL COMPENSATION","537,767.05","288,623.01"
"HON. ZACH WAMP","2010","2010Q2","TRAVEL","16,420.51","9,833.03"
"HON. ZACH WAMP","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","37,777.71","19,322.39"
"HON. ZACH WAMP","2010","2010Q2","PRINTING AND REPRODUCTION","328.60","154.55"
"HON. ZACH WAMP","2010","2010Q2","OTHER SERVICES","32,273.64","25,124.82"
"HON. ZACH WAMP","2010","2010Q2","SUPPLIES AND MATERIALS","5,556.54","3,089.04"
"HON. ZACH WAMP","2010","2010Q2","EQUIPMENT","972.60","486.30"
"HON. DEBBIE WASSERMAN SCHULTZ","2010","2010Q2","FRANKED MAIL","60,517.35","53,953.43"
"HON. DEBBIE WASSERMAN SCHULTZ","2010","2010Q2","PERSONNEL COMPENSATION","490,382.26","245,942.10"
"HON. DEBBIE WASSERMAN SCHULTZ","2010","2010Q2","TRAVEL","45,646.79","25,160.82"
"HON. DEBBIE WASSERMAN SCHULTZ","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","24,442.62","15,935.71"
"HON. DEBBIE WASSERMAN SCHULTZ","2010","2010Q2","PRINTING AND REPRODUCTION","98,341.64","66,227.98"
"HON. DEBBIE WASSERMAN SCHULTZ","2010","2010Q2","OTHER SERVICES","10,832.00","7,958.50"
"HON. DEBBIE WASSERMAN SCHULTZ","2010","2010Q2","SUPPLIES AND MATERIALS","11,380.32","4,113.18"
"HON. DEBBIE WASSERMAN SCHULTZ","2010","2010Q2","EQUIPMENT","4,006.33","1,988.88"
"HON. MAXINE WATERS","2010","2010Q2","FRANKED MAIL","864.08","442.84"
"HON. MAXINE WATERS","2010","2010Q2","PERSONNEL COMPENSATION","415,619.17","219,100.97"
"HON. MAXINE WATERS","2010","2010Q2","TRAVEL","11,043.76","9,422.25"
"HON. MAXINE WATERS","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","32,176.10","16,723.40"
"HON. MAXINE WATERS","2010","2010Q2","PRINTING AND REPRODUCTION","47.00","40.60"
"HON. MAXINE WATERS","2010","2010Q2","OTHER SERVICES","13,104.00","6,552.00"
"HON. MAXINE WATERS","2010","2010Q2","SUPPLIES AND MATERIALS","8,835.16","2,525.79"
"HON. MAXINE WATERS","2010","2010Q2","EQUIPMENT","4,767.17","2,382.17"
"HON. DIANE E. WATSON","2010","2010Q2","FRANKED MAIL","982.58","464.21"
"HON. DIANE E. WATSON","2010","2010Q2","PERSONNEL COMPENSATION","620,539.42","315,532.69"
"HON. DIANE E. WATSON","2010","2010Q2","TRAVEL","22,063.60","14,858.34"
"HON. DIANE E. WATSON","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","67,548.40","35,763.28"
"HON. DIANE E. WATSON","2010","2010Q2","PRINTING AND REPRODUCTION","3,307.00","2,687.80"
"HON. DIANE E. WATSON","2010","2010Q2","OTHER SERVICES","1,850.00","650.00"
"HON. DIANE E. WATSON","2010","2010Q2","SUPPLIES AND MATERIALS","13,371.62","6,374.55"
"HON. DIANE E. WATSON","2010","2010Q2","EQUIPMENT","10,985.01","10,838.04"
"HON. MELVIN L WATT","2010","2010Q2","FRANKED MAIL","2,392.77","1,950.42"
"HON. MELVIN L WATT","2010","2010Q2","PERSONNEL COMPENSATION","501,900.24","259,433.57"
"HON. MELVIN L WATT","2010","2010Q2","TRAVEL","28,313.77","17,964.90"
"HON. MELVIN L WATT","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","49,022.88","26,664.42"
"HON. MELVIN L WATT","2010","2010Q2","PRINTING AND REPRODUCTION","2,421.61","1,944.98"
"HON. MELVIN L WATT","2010","2010Q2","OTHER SERVICES","24,312.00","10,947.00"
"HON. MELVIN L WATT","2010","2010Q2","SUPPLIES AND MATERIALS","6,932.76","4,294.81"
"HON. MELVIN L WATT","2010","2010Q2","EQUIPMENT","2,397.34","1,819.34"
"HON. HENRY A WAXMAN","2010","2010Q2","FRANKED MAIL","1,539.41","1,079.67"
"HON. HENRY A WAXMAN","2010","2010Q2","PERSONNEL COMPENSATION","561,361.69","280,010.08"
"HON. HENRY A WAXMAN","2010","2010Q2","TRAVEL","3,902.66","890.44"
"HON. HENRY A WAXMAN","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","47,543.53","25,332.25"
"HON. HENRY A WAXMAN","2010","2010Q2","PRINTING AND REPRODUCTION","821.91","569.41"
"HON. HENRY A WAXMAN","2010","2010Q2","OTHER SERVICES","19,622.00","9,836.00"
"HON. HENRY A WAXMAN","2010","2010Q2","SUPPLIES AND MATERIALS","5,537.15","3,649.41"
"HON. HENRY A WAXMAN","2010","2010Q2","EQUIPMENT","692.52","346.26"
"HON. ANTHONY D. WEINER","2010","2010Q2","FRANKED MAIL","45,300.05","3,439.56"
"HON. ANTHONY D. WEINER","2010","2010Q2","PERSONNEL COMPENSATION","430,139.72","223,076.07"
"HON. ANTHONY D. WEINER","2010","2010Q2","TRAVEL","29,732.81","28,360.15"
"HON. ANTHONY D. WEINER","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","71,108.27","57,953.02"
"HON. ANTHONY D. WEINER","2010","2010Q2","PRINTING AND REPRODUCTION","570.91","531.44"
